survey.dat auto written updated 140423
103
SD2224w_4Q
1999 2023
1 1 0.8477816 0.8477816
0 4
1	11220.7187	5629.5535	2398.5057	163.6575	21.1964
1	3756.3831	3006.2358	712.8923	127.9789	34.4369
1	23209.3443	2176.8729	944.2063	144.4865	77.8385
1	2673.4651	6648.2249	804.7669	295.7144	33.1715
1	24140.3301	3586.4643	1524.2864	101.5767	41.7534
1	4886.0101	8079.962	747.4543	271.669	    20.3503
1	4290.3482	1850.6754	1267.4361	109.5167	74.3196
1	2455.2794	2757.716	298.8318	685.3421	92.578
1	462.5152	293.517	    178.9565	180.9329	267.0739
1	20034.7052	42.0824	    53.2953	    74.8693	    83.4719
1	2905.9174	1836.1371	52.4075	    94.1174	    31.5703
1	10563.9996	728.9776	464.7809	27.0414	    20.2744
1	3642.8709	1373.1944	102.8613	151.7221	16.9499
1	15633.5833	1240.1373	297.5286	54.8568	    52.9424
1	7112.912	3115.8645	171.3652	73.4824	    35.9318
1	5832.5033	1442.7714	653.8068	115.0233	64.6915
1	455.3383	707.2687	259.7116	258.6677	59.2347
1	32665.5483	133.4884	98.0502	    39.8869	    114.4807
1	294.3339	5981.2109	109.8617	155.4372	55.9765
1	1062.8286	284.3419	762.587	    18.3743	    61.4597
1	3505.9904	281.6103	14.552	    106.9173	34.9088
1	4318.2176	644.2409	24.4519	    13.3513  	146.5212
1	9683.8443	919.8953	60.5177	    6.5603	    51.1209
1	27621.2803	2267.5204	70.2554	    18.0373	    11.2817
1	10405.5329	2213.6039	83.0204	    11.3583  	6.3266
SD2224w_Q1
1996 2024
1 1 0.1653494 0.1653494
1 4
1	11194.6112	130018.5845	16313.1566	908.7048
1	12461.1383	3011.9215	13456.2663	673.256
1	26624.6904	8973.0858	592.377	    669.5721
1	7629.4937	16009.4553	2688.6051	340.0064
1	11463.2857	7128.1693	6786.7156	1225.5879
1	4369.6727	6193.06	    1263.8165	783.4616
1	11165.6717	3778.1325	1896.7637	293.827
1	956.9006	5340.1757	589.3795	221.3637
1	9396.6621	1985.9212	2360.9255	153.0239
1	6461.4091	39716.2904	1642.23	    883.0801
1	9723.8945	7324.1592	8678.8314	361.1951
1	1818.833	11136.7176	2871.8621	1766.1939
1	64.9252	    1262.9226	1306.0627	719.068
1	6588.2585	859.3304	1089.3115	534.1814
1	2383.7986	12555.334	468.6671	263.6733
1	9159.1433	9071.8477	15319.5908	133.0602
1	1624.7342	3848.2874	1803.8704	1223.4546
1	6213.5452	3440.9292	2496.286	455.2987
1	3764.9024	5320.4412	716.2895	307.8441
1	2560.3746	5855.9324	2225.521	229.7745
1	36.8845	    954.9479	625.3382	696.3241
1	8622.7376	352.5468	1240.73  	705.6416
1	484.6121	24120.1984	413.6402	1036.0424
1	490.8932	1539.4602	10567.8572	346.9703
1	1141.2386	970.1746	384.7494	2495.0512
1	3712.8616	2570.1949	438.5478	338.0682
1	2749.4492	1521.1861	415.9286	98.5213
1	7440.0481	1849.3355	378.3247	126.2836
1	3219.5751	1927.838	174.5703	51.6629
SD24_poundnet
2011 2023
1 1 0.85 0.85
0 0
1  	20.72
1  	NA
1  	16.772
1  	25.511
1  	14.3
1  	169.766
1  	0.308
1  	2.202
1  	4.586
1  	2.059
1   2.432
1   11.353
1   1.245


